Name,Value,Start,Size,Type,Color,Comment
ParamNameIndex,205,2414h,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,5,2416h,2h,ushort,Fg: Bg:0x3E3837,
MaterialParameters[144],,2418h,4h,struct FmdlMaterialParameter,Fg: Bg:0x3E3837,
ParamNameIndex,206,2418h,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,24,241Ah,2h,ushort,Fg: Bg:0x3E3837,
MaterialParameters[145],,241Ch,4h,struct FmdlMaterialParameter,Fg: Bg:0x3E3837,
ParamNameIndex,207,241Ch,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,24,241Eh,2h,ushort,Fg: Bg:0x3E3837,
MaterialParameters[146],,2420h,4h,struct FmdlMaterialParameter,Fg: Bg:0x3E3837,
ParamNameIndex,134,2420h,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,33,2422h,2h,ushort,Fg: Bg:0x3E3837,
MaterialParameters[147],,2424h,4h,struct FmdlMaterialParameter,Fg: Bg:0x3E3837,
ParamNameIndex,136,2424h,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,34,2426h,2h,ushort,Fg: Bg:0x3E3837,
MaterialParameters[148],,2428h,4h,struct FmdlMaterialParameter,Fg: Bg:0x3E3837,
ParamNameIndex,138,2428h,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,35,242Ah,2h,ushort,Fg: Bg:0x3E3837,
MaterialParameters[149],,242Ch,4h,struct FmdlMaterialParameter,Fg: Bg:0x3E3837,
ParamNameIndex,147,242Ch,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,36,242Eh,2h,ushort,Fg: Bg:0x3E3837,
MaterialParameters[150],,2430h,4h,struct FmdlMaterialParameter,Fg: Bg:0x3E3837,
ParamNameIndex,151,2430h,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,37,2432h,2h,ushort,Fg: Bg:0x3E3837,
MaterialParameters[151],,2434h,4h,struct FmdlMaterialParameter,Fg: Bg:0x3E3837,
ParamNameIndex,139,2434h,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,1,2436h,2h,ushort,Fg: Bg:0x3E3837,
MaterialParameters[152],,2438h,4h,struct FmdlMaterialParameter,Fg: Bg:0x3E3837,
ParamNameIndex,152,2438h,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,2,243Ah,2h,ushort,Fg: Bg:0x3E3837,
MaterialParameters[153],,243Ch,4h,struct FmdlMaterialParameter,Fg: Bg:0x3E3837,
ParamNameIndex,153,243Ch,2h,_NameIndex,Fg: Bg:0x3E3837,
ReferenceIndex,3,243Eh,2h,ushort,Fg: Bg:0x3E3837,
ShaderAliases[7],,2440h,1Ch,struct FmdlShaderPlatformAliasUnit,Fg: Bg:0x494F64,
ShaderAliases[0],,2440h,4h,struct FmdlShaderPlatformAliasUnit,Fg: Bg:0x494F64,
ShaderNameIndex,131,2440h,2h,_NameIndex,Fg: Bg:0x494F64,
TechniqueNameIndex,132,2442h,2h,_NameIndex,Fg: Bg:0x494F64,
ShaderAliases[1],,2444h,4h,struct FmdlShaderPlatformAliasUnit,Fg: Bg:0x494F64,
ShaderNameIndex,141,2444h,2h,_NameIndex,Fg: Bg:0x494F64,
TechniqueNameIndex,142,2446h,2h,_NameIndex,Fg: Bg:0x494F64,
ShaderAliases[2],,2448h,4h,struct FmdlShaderPlatformAliasUnit,Fg: Bg:0x494F64,
ShaderNameIndex,164,2448h,2h,_NameIndex,Fg: Bg:0x494F64,
TechniqueNameIndex,165,244Ah,2h,_NameIndex,Fg: Bg:0x494F64,
ShaderAliases[3],,244Ch,4h,struct FmdlShaderPlatformAliasUnit,Fg: Bg:0x494F64,
ShaderNameIndex,177,244Ch,2h,_NameIndex,Fg: Bg:0x494F64,
TechniqueNameIndex,178,244Eh,2h,_NameIndex,Fg: Bg:0x494F64,
ShaderAliases[4],,2450h,4h,struct FmdlShaderPlatformAliasUnit,Fg: Bg:0x494F64,
ShaderNameIndex,190,2450h,2h,_NameIndex,Fg: Bg:0x494F64,
TechniqueNameIndex,191,2452h,2h,_NameIndex,Fg: Bg:0x494F64,
ShaderAliases[5],,2454h,4h,struct FmdlShaderPlatformAliasUnit,Fg: Bg:0x494F64,
ShaderNameIndex,196,2454h,2h,_NameIndex,Fg: Bg:0x494F64,
TechniqueNameIndex,197,2456h,2h,_NameIndex,Fg: Bg:0x494F64,
ShaderAliases[6],,2458h,4h,struct FmdlShaderPlatformAliasUnit,Fg: Bg:0x494F64,
ShaderNameIndex,213,2458h,2h,_NameIndex,Fg: Bg:0x494F64,
TechniqueNameIndex,214,245Ah,2h,_NameIndex,Fg: Bg:0x494F64,
MeshDataLayoutDescs[26],,245Ch,D0h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
MeshDataLayoutDescs[0],,245Ch,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,245Ch,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,245Dh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,245Eh,1h,byte,Fg: Bg:0x000040,
UvCount,1,245Fh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,0,2460h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,0,2462h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[1],,2464h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,2464h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,2465h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,2466h,1h,byte,Fg: Bg:0x000040,
UvCount,1,2467h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,4,2468h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,7,246Ah,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[2],,246Ch,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,246Ch,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,246Dh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,246Eh,1h,byte,Fg: Bg:0x000040,
UvCount,1,246Fh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,8,2470h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,14,2472h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[3],,2474h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,2474h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,2475h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,2476h,1h,byte,Fg: Bg:0x000040,
UvCount,1,2477h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,12,2478h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,21,247Ah,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[4],,247Ch,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,247Ch,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,247Dh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,247Eh,1h,byte,Fg: Bg:0x000040,
UvCount,1,247Fh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,16,2480h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,28,2482h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[5],,2484h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,2484h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,2485h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,2486h,1h,byte,Fg: Bg:0x000040,
UvCount,1,2487h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,20,2488h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,35,248Ah,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[6],,248Ch,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,248Ch,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,248Dh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,248Eh,1h,byte,Fg: Bg:0x000040,
UvCount,1,248Fh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,23,2490h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,41,2492h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[7],,2494h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,2494h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,2495h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,2496h,1h,byte,Fg: Bg:0x000040,
UvCount,1,2497h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,26,2498h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,47,249Ah,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[8],,249Ch,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,249Ch,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,249Dh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,249Eh,1h,byte,Fg: Bg:0x000040,
UvCount,1,249Fh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,30,24A0h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,54,24A2h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[9],,24A4h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,24A4h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,24A5h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24A6h,1h,byte,Fg: Bg:0x000040,
UvCount,1,24A7h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,34,24A8h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,61,24AAh,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[10],,24ACh,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,24ACh,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,24ADh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24AEh,1h,byte,Fg: Bg:0x000040,
UvCount,1,24AFh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,38,24B0h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,68,24B2h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[11],,24B4h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,24B4h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,24B5h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24B6h,1h,byte,Fg: Bg:0x000040,
UvCount,1,24B7h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,42,24B8h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,75,24BAh,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[12],,24BCh,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,24BCh,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,24BDh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24BEh,1h,byte,Fg: Bg:0x000040,
UvCount,1,24BFh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,46,24C0h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,82,24C2h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[13],,24C4h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,24C4h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,24C5h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24C6h,1h,byte,Fg: Bg:0x000040,
UvCount,1,24C7h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,50,24C8h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,89,24CAh,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[14],,24CCh,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,24CCh,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,24CDh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24CEh,1h,byte,Fg: Bg:0x000040,
UvCount,1,24CFh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,54,24D0h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,96,24D2h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[15],,24D4h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,24D4h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,24D5h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24D6h,1h,byte,Fg: Bg:0x000040,
UvCount,1,24D7h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,57,24D8h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,102,24DAh,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[16],,24DCh,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,24DCh,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,24DDh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24DEh,1h,byte,Fg: Bg:0x000040,
UvCount,1,24DFh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,60,24E0h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,108,24E2h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[17],,24E4h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,24E4h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,24E5h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24E6h,1h,byte,Fg: Bg:0x000040,
UvCount,1,24E7h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,63,24E8h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,114,24EAh,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[18],,24ECh,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,24ECh,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,24EDh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24EEh,1h,byte,Fg: Bg:0x000040,
UvCount,1,24EFh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,66,24F0h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,120,24F2h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[19],,24F4h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,24F4h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,24F5h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24F6h,1h,byte,Fg: Bg:0x000040,
UvCount,1,24F7h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,69,24F8h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,126,24FAh,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[20],,24FCh,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,24FCh,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,24FDh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,24FEh,1h,byte,Fg: Bg:0x000040,
UvCount,1,24FFh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,72,2500h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,132,2502h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[21],,2504h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,2504h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,2505h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,2506h,1h,byte,Fg: Bg:0x000040,
UvCount,1,2507h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,75,2508h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,138,250Ah,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[22],,250Ch,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,250Ch,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,250Dh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,250Eh,1h,byte,Fg: Bg:0x000040,
UvCount,1,250Fh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,78,2510h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,144,2512h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[23],,2514h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,2514h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,2515h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,2516h,1h,byte,Fg: Bg:0x000040,
UvCount,1,2517h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,81,2518h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,150,251Ah,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[24],,251Ch,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,4,251Ch,1h,byte,Fg: Bg:0x000040,
FormatElementCount,7,251Dh,1h,byte,Fg: Bg:0x000040,
Unknown0,0,251Eh,1h,byte,Fg: Bg:0x000040,
UvCount,1,251Fh,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,84,2520h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,156,2522h,2h,ushort,Fg: Bg:0x000040,
MeshDataLayoutDescs[25],,2524h,8h,struct FmdlMeshDataLayoutDesc,Fg: Bg:0x000040,
BufferCount,3,2524h,1h,byte,Fg: Bg:0x000040,
FormatElementCount,6,2525h,1h,byte,Fg: Bg:0x000040,
Unknown0,0,2526h,1h,byte,Fg: Bg:0x000040,
UvCount,1,2527h,1h,byte,Fg: Bg:0x000040,
BufferHeadersStartIndex,88,2528h,2h,ushort,Fg: Bg:0x000040,
FormatElementsStartIndex,163,252Ah,2h,ushort,Fg: Bg:0x000040,
MeshBufferHeaders[91],,252Ch,2D8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
MeshBufferHeaders[0],,252Ch,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,0,252Ch,1h,byte,Fg: Bg:0x004000,
FormatElementCount,1,252Dh,1h,byte,Fg: Bg:0x004000,
Stride,12,252Eh,1h,byte,Fg: Bg:0x004000,
BindSlot,0,252Fh,1h,byte,Fg: Bg:0x004000,
Offset,0,2530h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[1],,2534h,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,2534h,1h,byte,Fg: Bg:0x004000,
FormatElementCount,2,2535h,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',2536h,1h,byte,Fg: Bg:0x004000,
BindSlot,1,2537h,1h,byte,Fg: Bg:0x004000,
Offset,0,2538h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[2],,253Ch,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,253Ch,1h,byte,Fg: Bg:0x004000,
FormatElementCount,1,253Dh,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',253Eh,1h,byte,Fg: Bg:0x004000,
BindSlot,2,253Fh,1h,byte,Fg: Bg:0x004000,
Offset,0,2540h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[3],,2544h,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,2544h,1h,byte,Fg: Bg:0x004000,
FormatElementCount,3,2545h,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',2546h,1h,byte,Fg: Bg:0x004000,
BindSlot,3,2547h,1h,byte,Fg: Bg:0x004000,
Offset,0,2548h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[4],,254Ch,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,0,254Ch,1h,byte,Fg: Bg:0x004000,
FormatElementCount,1,254Dh,1h,byte,Fg: Bg:0x004000,
Stride,12,254Eh,1h,byte,Fg: Bg:0x004000,
BindSlot,0,254Fh,1h,byte,Fg: Bg:0x004000,
Offset,288,2550h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[5],,2554h,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,2554h,1h,byte,Fg: Bg:0x004000,
FormatElementCount,2,2555h,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',2556h,1h,byte,Fg: Bg:0x004000,
BindSlot,1,2557h,1h,byte,Fg: Bg:0x004000,
Offset,736,2558h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[6],,255Ch,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,255Ch,1h,byte,Fg: Bg:0x004000,
FormatElementCount,1,255Dh,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',255Eh,1h,byte,Fg: Bg:0x004000,
BindSlot,2,255Fh,1h,byte,Fg: Bg:0x004000,
Offset,736,2560h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[7],,2564h,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,2564h,1h,byte,Fg: Bg:0x004000,
FormatElementCount,3,2565h,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',2566h,1h,byte,Fg: Bg:0x004000,
BindSlot,3,2567h,1h,byte,Fg: Bg:0x004000,
Offset,736,2568h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[8],,256Ch,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,0,256Ch,1h,byte,Fg: Bg:0x004000,
FormatElementCount,1,256Dh,1h,byte,Fg: Bg:0x004000,
Stride,12,256Eh,1h,byte,Fg: Bg:0x004000,
BindSlot,0,256Fh,1h,byte,Fg: Bg:0x004000,
Offset,976,2570h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[9],,2574h,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,2574h,1h,byte,Fg: Bg:0x004000,
FormatElementCount,2,2575h,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',2576h,1h,byte,Fg: Bg:0x004000,
BindSlot,1,2577h,1h,byte,Fg: Bg:0x004000,
Offset,2560,2578h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[10],,257Ch,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,257Ch,1h,byte,Fg: Bg:0x004000,
FormatElementCount,1,257Dh,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',257Eh,1h,byte,Fg: Bg:0x004000,
BindSlot,2,257Fh,1h,byte,Fg: Bg:0x004000,
Offset,2560,2580h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[11],,2584h,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,2584h,1h,byte,Fg: Bg:0x004000,
FormatElementCount,3,2585h,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',2586h,1h,byte,Fg: Bg:0x004000,
BindSlot,3,2587h,1h,byte,Fg: Bg:0x004000,
Offset,2560,2588h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[12],,258Ch,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,0,258Ch,1h,byte,Fg: Bg:0x004000,
FormatElementCount,1,258Dh,1h,byte,Fg: Bg:0x004000,
Stride,12,258Eh,1h,byte,Fg: Bg:0x004000,
BindSlot,0,258Fh,1h,byte,Fg: Bg:0x004000,
Offset,1456,2590h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[13],,2594h,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,2594h,1h,byte,Fg: Bg:0x004000,
FormatElementCount,2,2595h,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',2596h,1h,byte,Fg: Bg:0x004000,
BindSlot,1,2597h,1h,byte,Fg: Bg:0x004000,
Offset,3808,2598h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[14],,259Ch,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,259Ch,1h,byte,Fg: Bg:0x004000,
FormatElementCount,1,259Dh,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',259Eh,1h,byte,Fg: Bg:0x004000,
BindSlot,2,259Fh,1h,byte,Fg: Bg:0x004000,
Offset,3808,25A0h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[15],,25A4h,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,25A4h,1h,byte,Fg: Bg:0x004000,
FormatElementCount,3,25A5h,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',25A6h,1h,byte,Fg: Bg:0x004000,
BindSlot,3,25A7h,1h,byte,Fg: Bg:0x004000,
Offset,3808,25A8h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[16],,25ACh,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,0,25ACh,1h,byte,Fg: Bg:0x004000,
FormatElementCount,1,25ADh,1h,byte,Fg: Bg:0x004000,
Stride,12,25AEh,1h,byte,Fg: Bg:0x004000,
BindSlot,0,25AFh,1h,byte,Fg: Bg:0x004000,
Offset,2080,25B0h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[17],,25B4h,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,25B4h,1h,byte,Fg: Bg:0x004000,
FormatElementCount,2,25B5h,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',25B6h,1h,byte,Fg: Bg:0x004000,
BindSlot,1,25B7h,1h,byte,Fg: Bg:0x004000,
Offset,5440,25B8h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[18],,25BCh,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,25BCh,1h,byte,Fg: Bg:0x004000,
FormatElementCount,1,25BDh,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',25BEh,1h,byte,Fg: Bg:0x004000,
BindSlot,2,25BFh,1h,byte,Fg: Bg:0x004000,
Offset,5440,25C0h,4h,uint,Fg: Bg:0x004000,
MeshBufferHeaders[19],,25C4h,8h,struct FmdlMeshBufferHeader,Fg: Bg:0x004000,
FileMeshBufferHeaderIndex,1,25C4h,1h,byte,Fg: Bg:0x004000,
FormatElementCount,3,25C5h,1h,byte,Fg: Bg:0x004000,
Stride,32 ' ',25C6h,1h,byte,Fg: Bg:0x004000,
BindSlot,3,25C7h,1h,byte,Fg: Bg:0x004000,
